Id_node_src;x_src;y_src;Id_node_dst;x_dst;y_dst;Euclidean;AStar;Path_x;Path_y;Id_place_src;Id_place_dst;Geom
0;2;1;14;7;3;5.3851647;8.656855;1-0-1-2-3-4-4-3;2-3-4-4-4-5-6-7;2.0;16.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485714.375 6707382.5)
0;2;1;15;1;5;4.1231055;7.2426405;1-0-1-2-3-4-5;2-1-0-0-0-0-1;2.0;17.0;LineString(485704.375 6707407.5, 485699.375 6707412.5, 485704.375 6707417.5, 485709.375 6707417.5, 485714.375 6707417.5, 485719.375 6707417.5, 485724.375 6707412.5)
0;2;1;16;2;5;4.0;7.656854;1-0-1-2-3-4-5;2-1-0-0-0-1-2;2.0;18.0;LineString(485704.375 6707407.5, 485699.375 6707412.5, 485704.375 6707417.5, 485709.375 6707417.5, 485714.375 6707417.5, 485719.375 6707412.5, 485724.375 6707407.5)
0;2;1;17;3;5;4.1231055;7.2426405;1-0-1-2-3-4-5;2-3-4-4-4-3-3;2.0;19.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485724.375 6707402.5)
0;2;1;18;5;5;5.0;7.2426405;1-0-1-2-3-4-5;2-3-4-4-4-4-5;2.0;20.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707392.5)
0;2;1;19;6;5;5.656854;7.656854;1-0-1-2-3-4-5;2-3-4-4-4-5-6;2.0;21.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485724.375 6707387.5)
0;2;1;20;7;5;6.4031243;8.656855;1-0-1-2-3-4-4-5;2-3-4-4-4-5-6-7;2.0;22.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485724.375 6707382.5)
0;2;1;21;1;6;5.0990195;8.2426405;1-0-1-2-3-4-5-6;2-1-0-0-0-0-0-1;2.0;23.0;LineString(485704.375 6707407.5, 485699.375 6707412.5, 485704.375 6707417.5, 485709.375 6707417.5, 485714.375 6707417.5, 485719.375 6707417.5, 485724.375 6707417.5, 485729.375 6707412.5)
0;2;1;22;3;6;5.0990195;8.2426405;1-0-1-2-3-4-5-6;2-3-4-4-4-4-4-3;2.0;24.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707402.5)
0;2;1;23;5;6;5.8309517;8.2426405;1-0-1-2-3-4-5-6;2-3-4-4-4-4-4-5;2.0;25.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707392.5)
0;2;1;24;7;6;7.071068;11.071068;1-0-1-2-3-4-4-4-5-6;2-3-4-4-4-5-6-7-8-7;2.0;26.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707382.5)
0;2;1;25;1;7;6.0827627;9.2426405;1-0-1-2-3-4-5-6-7;2-1-0-0-0-0-0-0-1;2.0;27.0;LineString(485704.375 6707407.5, 485699.375 6707412.5, 485704.375 6707417.5, 485709.375 6707417.5, 485714.375 6707417.5, 485719.375 6707417.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707412.5)
0;2;1;26;2;7;6.0;14.485281;1-0-1-2-3-4-4-4-5-6-7-8-7;2-1-0-0-0-1-2-3-4-4-4-3-2;2.0;28.0;LineString(485704.375 6707407.5, 485699.375 6707412.5, 485704.375 6707417.5, 485709.375 6707417.5, 485714.375 6707417.5, 485719.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707402.5, 485734.375 6707407.5)
0;2;1;27;3;7;6.0827627;9.2426405;1-0-1-2-3-4-5-6-7;2-3-4-4-4-4-4-4-3;2.0;29.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707402.5)
0;2;1;28;5;7;6.708204;9.2426405;1-0-1-2-3-4-5-6-7;2-3-4-4-4-4-4-4-5;2.0;30.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707392.5)
0;2;1;29;6;7;7.2111025;14.485281;1-0-1-2-3-4-4-4-5-6-7-8-7;2-3-4-4-4-5-6-7-8-8-8-7-6;2.0;31.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707377.5, 485739.375 6707382.5, 485734.375 6707387.5)
0;2;1;30;7;7;7.81025;12.071068;1-0-1-2-3-4-4-4-5-6-7;2-3-4-4-4-5-6-7-8-8-7;2.0;32.0;LineString(485704.375 6707407.5, 485699.375 6707402.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707382.5)
1;3;1;2;5;1;2.0;2.0;1-1-1;3-4-5;3.0;4.0;LineString(485704.375 6707402.5, 485704.375 6707397.5, 485704.375 6707392.5)
1;3;1;3;6;1;3.0;3.828427;1-1-0-1;3-4-5-6;3.0;5.0;LineString(485704.375 6707402.5, 485704.375 6707397.5, 485699.375 6707392.5, 485704.375 6707387.5)
1;3;1;4;7;1;4.0;4.8284273;1-1-0-0-1;3-4-5-6-7;3.0;6.0;LineString(485704.375 6707402.5, 485704.375 6707397.5, 485699.375 6707392.5, 485699.375 6707387.5, 485704.375 6707382.5)
1;3;1;5;1;2;2.236068;2.4142137;1-2-2;3-2-1;3.0;7.0;LineString(485704.375 6707402.5, 485709.375 6707407.5, 485709.375 6707412.5)
1;3;1;6;3;2;1.0;1.0;1-2;3-3;3.0;8.0;LineString(485704.375 6707402.5, 485709.375 6707402.5)
1;3;1;7;5;2;2.236068;2.4142137;1-1-2;3-4-5;3.0;9.0;LineString(485704.375 6707402.5, 485704.375 6707397.5, 485709.375 6707392.5)
1;3;1;8;7;2;4.1231055;7.2426405;1-1-0-0-0-1-2;3-4-5-6-7-8-7;3.0;10.0;LineString(485704.375 6707402.5, 485704.375 6707397.5, 485699.375 6707392.5, 485699.375 6707387.5, 485699.375 6707382.5, 485704.375 6707377.5, 485709.375 6707382.5)
1;3;1;9;1;3;2.828427;2.828427;1-2-3;3-2-1;3.0;11.0;LineString(485704.375 6707402.5, 485709.375 6707407.5, 485714.375 6707412.5)
1;3;1;10;2;3;2.236068;2.4142137;1-2-3;3-2-2;3.0;12.0;LineString(485704.375 6707402.5, 485709.375 6707407.5, 485714.375 6707407.5)
1;3;1;11;3;3;2.0;2.828427;1-2-3;3-2-3;3.0;13.0;LineString(485704.375 6707402.5, 485709.375 6707407.5, 485714.375 6707402.5)
1;3;1;12;5;3;2.828427;2.828427;1-2-3;3-4-5;3.0;14.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707392.5)
1;3;1;13;6;3;3.6055512;5.2426405;1-2-3-4-3;3-4-4-5-6;3.0;15.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485714.375 6707387.5)
1;3;1;14;7;3;4.472136;6.2426405;1-2-3-4-4-3;3-4-4-5-6-7;3.0;16.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485714.375 6707382.5)
1;3;1;15;1;5;4.472136;6.2426405;1-2-3-4-4-5;3-4-4-3-2-1;3.0;17.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485724.375 6707412.5)
1;3;1;16;2;5;4.1231055;5.2426405;1-2-3-4-5;3-4-4-3-2;3.0;18.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485724.375 6707407.5)
1;3;1;17;3;5;4.0;4.8284273;1-2-3-4-5;3-4-4-3-3;3.0;19.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485724.375 6707402.5)
1;3;1;18;5;5;4.472136;4.8284273;1-2-3-4-5;3-4-4-4-5;3.0;20.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707392.5)
1;3;1;19;6;5;5.0;5.2426405;1-2-3-4-5;3-4-4-5-6;3.0;21.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485724.375 6707387.5)
1;3;1;20;7;5;5.656854;6.2426405;1-2-3-4-4-5;3-4-4-5-6-7;3.0;22.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485724.375 6707382.5)
1;3;1;21;1;6;5.3851647;8.656855;1-2-3-4-4-4-5-6;3-4-4-3-2-1-0-1;3.0;23.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707412.5)
1;3;1;22;3;6;5.0;5.8284273;1-2-3-4-5-6;3-4-4-4-4-3;3.0;24.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707402.5)
1;3;1;23;5;6;5.3851647;5.8284273;1-2-3-4-5-6;3-4-4-4-4-5;3.0;25.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707392.5)
1;3;1;24;7;6;6.4031243;8.656855;1-2-3-4-4-4-5-6;3-4-4-5-6-7-8-7;3.0;26.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707382.5)
1;3;1;25;1;7;6.3245554;9.656855;1-2-3-4-4-4-5-6-7;3-4-4-3-2-1-0-0-1;3.0;27.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707412.5)
1;3;1;26;2;7;6.0827627;12.071068;1-2-3-4-4-4-5-6-7-8-7;3-4-4-3-2-1-0-0-0-1-2;3.0;28.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707417.5, 485739.375 6707412.5, 485734.375 6707407.5)
1;3;1;27;3;7;6.0;6.8284273;1-2-3-4-5-6-7;3-4-4-4-4-4-3;3.0;29.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707402.5)
1;3;1;28;5;7;6.3245554;6.8284273;1-2-3-4-5-6-7;3-4-4-4-4-4-5;3.0;30.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707392.5)
1;3;1;29;6;7;6.708204;12.071068;1-2-3-4-4-4-5-6-7-8-7;3-4-4-5-6-7-8-8-8-7-6;3.0;31.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707377.5, 485739.375 6707382.5, 485734.375 6707387.5)
1;3;1;30;7;7;7.2111025;9.656855;1-2-3-4-4-4-5-6-7;3-4-4-5-6-7-8-8-7;3.0;32.0;LineString(485704.375 6707402.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707382.5)
2;5;1;3;6;1;1.0;1.0;1-1;5-6;4.0;5.0;LineString(485704.375 6707392.5, 485704.375 6707387.5)
2;5;1;4;7;1;2.0;2.828427;1-0-1;5-6-7;4.0;6.0;LineString(485704.375 6707392.5, 485699.375 6707387.5, 485704.375 6707382.5)
2;5;1;5;1;2;4.1231055;7.2426405;1-1-0-0-0-1-2;5-4-3-2-1-0-1;4.0;7.0;LineString(485704.375 6707392.5, 485704.375 6707397.5, 485699.375 6707402.5, 485699.375 6707407.5, 485699.375 6707412.5, 485704.375 6707417.5, 485709.375 6707412.5)
2;5;1;6;3;2;2.236068;2.4142137;1-1-2;5-4-3;4.0;8.0;LineString(485704.375 6707392.5, 485704.375 6707397.5, 485709.375 6707402.5)
2;5;1;7;5;2;1.0;1.0;1-2;5-5;4.0;9.0;LineString(485704.375 6707392.5, 485709.375 6707392.5)
2;5;1;8;7;2;2.236068;2.4142137;1-2-2;5-6-7;4.0;10.0;LineString(485704.375 6707392.5, 485709.375 6707387.5, 485709.375 6707382.5)
2;5;1;9;1;3;4.472136;6.2426405;1-2-3-4-4-3;5-4-4-3-2-1;4.0;11.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485714.375 6707412.5)
2;5;1;10;2;3;3.6055512;5.2426405;1-2-3-4-3;5-4-4-3-2;4.0;12.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485714.375 6707407.5)
2;5;1;11;3;3;2.828427;2.828427;1-2-3;5-4-3;4.0;13.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707402.5)
2;5;1;12;5;3;2.0;2.828427;1-2-3;5-4-5;4.0;14.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707392.5)
2;5;1;13;6;3;2.236068;2.4142137;1-2-3;5-6-6;4.0;15.0;LineString(485704.375 6707392.5, 485709.375 6707387.5, 485714.375 6707387.5)
2;5;1;14;7;3;2.828427;2.828427;1-2-3;5-6-7;4.0;16.0;LineString(485704.375 6707392.5, 485709.375 6707387.5, 485714.375 6707382.5)
2;5;1;15;1;5;5.656854;6.2426405;1-2-3-4-4-5;5-4-4-3-2-1;4.0;17.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485724.375 6707412.5)
2;5;1;16;2;5;5.0;5.2426405;1-2-3-4-5;5-4-4-3-2;4.0;18.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485724.375 6707407.5)
2;5;1;17;3;5;4.472136;4.8284273;1-2-3-4-5;5-4-4-3-3;4.0;19.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485724.375 6707402.5)
2;5;1;18;5;5;4.0;4.8284273;1-2-3-4-5;5-4-4-4-5;4.0;20.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707392.5)
2;5;1;19;6;5;4.1231055;5.2426405;1-2-3-4-5;5-4-4-5-6;4.0;21.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485724.375 6707387.5)
2;5;1;20;7;5;4.472136;6.2426405;1-2-3-4-4-5;5-4-4-5-6-7;4.0;22.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485724.375 6707382.5)
2;5;1;21;1;6;6.4031243;8.656855;1-2-3-4-4-4-5-6;5-4-4-3-2-1-0-1;4.0;23.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707412.5)
2;5;1;22;3;6;5.3851647;5.8284273;1-2-3-4-5-6;5-4-4-4-4-3;4.0;24.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707402.5)
2;5;1;23;5;6;5.0;5.8284273;1-2-3-4-5-6;5-4-4-4-4-5;4.0;25.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707392.5)
2;5;1;24;7;6;5.3851647;8.656855;1-2-3-4-4-4-5-6;5-4-4-5-6-7-8-7;4.0;26.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707382.5)
2;5;1;25;1;7;7.2111025;9.656855;1-2-3-4-4-4-5-6-7;5-4-4-3-2-1-0-0-1;4.0;27.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707412.5)
2;5;1;26;2;7;6.708204;12.071068;1-2-3-4-4-4-5-6-7-8-7;5-4-4-3-2-1-0-0-0-1-2;4.0;28.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707417.5, 485739.375 6707412.5, 485734.375 6707407.5)
2;5;1;27;3;7;6.3245554;6.8284273;1-2-3-4-5-6-7;5-4-4-4-4-4-3;4.0;29.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707402.5)
2;5;1;28;5;7;6.0;6.8284273;1-2-3-4-5-6-7;5-4-4-4-4-4-5;4.0;30.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707392.5)
2;5;1;29;6;7;6.0827627;12.071068;1-2-3-4-4-4-5-6-7-8-7;5-4-4-5-6-7-8-8-8-7-6;4.0;31.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707377.5, 485739.375 6707382.5, 485734.375 6707387.5)
2;5;1;30;7;7;6.3245554;9.656855;1-2-3-4-4-4-5-6-7;5-4-4-5-6-7-8-8-7;4.0;32.0;LineString(485704.375 6707392.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707382.5)
3;6;1;4;7;1;1.0;1.0;1-1;6-7;5.0;6.0;LineString(485704.375 6707387.5, 485704.375 6707382.5)
3;6;1;5;1;2;5.0990195;11.071068;1-0-1-2-3-4-4-4-3-2;6-5-4-4-4-3-2-1-0-1;5.0;7.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485714.375 6707417.5, 485709.375 6707412.5)
3;6;1;6;3;2;3.1622777;4.2426405;1-0-1-2;6-5-4-3;5.0;8.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707402.5)
3;6;1;7;5;2;1.4142135;1.4142135;1-2;6-5;5.0;9.0;LineString(485704.375 6707387.5, 485709.375 6707392.5)
3;6;1;8;7;2;1.4142135;1.4142135;1-2;6-7;5.0;10.0;LineString(485704.375 6707387.5, 485709.375 6707382.5)
3;6;1;9;1;3;5.3851647;8.656855;1-0-1-2-3-4-4-3;6-5-4-4-4-3-2-1;5.0;11.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485714.375 6707412.5)
3;6;1;10;2;3;4.472136;7.656854;1-0-1-2-3-4-3;6-5-4-4-4-3-2;5.0;12.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485714.375 6707407.5)
3;6;1;11;3;3;3.6055512;5.2426405;1-0-1-2-3;6-5-4-4-3;5.0;13.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707402.5)
3;6;1;12;5;3;2.236068;2.4142137;1-2-3;6-6-5;5.0;14.0;LineString(485704.375 6707387.5, 485709.375 6707387.5, 485714.375 6707392.5)
3;6;1;13;6;3;2.0;2.0;1-2-3;6-6-6;5.0;15.0;LineString(485704.375 6707387.5, 485709.375 6707387.5, 485714.375 6707387.5)
3;6;1;14;7;3;2.236068;2.4142137;1-2-3;6-6-7;5.0;16.0;LineString(485704.375 6707387.5, 485709.375 6707387.5, 485714.375 6707382.5)
3;6;1;15;1;5;6.4031243;8.656855;1-0-1-2-3-4-4-5;6-5-4-4-4-3-2-1;5.0;17.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485724.375 6707412.5)
3;6;1;16;2;5;5.656854;7.656854;1-0-1-2-3-4-5;6-5-4-4-4-3-2;5.0;18.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485724.375 6707407.5)
3;6;1;17;3;5;5.0;7.2426405;1-0-1-2-3-4-5;6-5-4-4-4-3-3;5.0;19.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485724.375 6707402.5)
3;6;1;18;5;5;4.1231055;7.2426405;1-0-1-2-3-4-5;6-5-4-4-4-4-5;5.0;20.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707392.5)
3;6;1;19;6;5;4.0;7.656854;1-0-1-2-3-4-5;6-5-4-4-4-5-6;5.0;21.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707392.5, 485724.375 6707387.5)
3;6;1;20;7;5;4.1231055;7.2426405;1-0-1-2-3-4-5;6-7-8-8-8-7-7;5.0;22.0;LineString(485704.375 6707387.5, 485699.375 6707382.5, 485704.375 6707377.5, 485709.375 6707377.5, 485714.375 6707377.5, 485719.375 6707382.5, 485724.375 6707382.5)
3;6;1;21;1;6;7.071068;11.071068;1-0-1-2-3-4-4-4-5-6;6-5-4-4-4-3-2-1-0-1;5.0;23.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707412.5)
3;6;1;22;3;6;5.8309517;8.2426405;1-0-1-2-3-4-5-6;6-5-4-4-4-4-4-3;5.0;24.0;LineString(485704.375 6707387.5, 485699.375 6707392.5, 485704.375 6707397.5, 485709.375 6707397.5, 485714.375 6707397.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707402.5)
